HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Ensembl ID(supplied by Ensembl)
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		C3-C5, METH1, KIAA1346	ENSG00000154734
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	ENSG00000087116
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		KIAA0366, ADAMTS-4	ENSG00000156140
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		KIAA0688, ADAMTS-2, ADMP-1	ENSG00000158859
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		ADMP-2, ADAMTS11	ENSG00000154736
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		ADAM-TS6	ENSG00000049192
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		ADAM-TS7, DKFZp434H204	ENSG00000136378
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		METH2, FLJ41712, ADAM-TS8	ENSG00000134917
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		KIAA1312	ENSG00000163638
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		ADAM-TS10	ENSG00000142303
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12			ENSG00000151388
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	ENSG00000160323
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14			ENSG00000138316
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15			ENSG00000166106
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		ADAMTS16s	ENSG00000145536
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		FLJ32769, FLJ16363	ENSG00000140470
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21		ENSG00000140873
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19			ENSG00000145808
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		GON-1	ENSG00000173157
HGNC:14632	ADAMTSL1	ADAMTS like 1	C9orf94	ADAMTSR1, FLJ35283	ENSG00000178031
HGNC:14631	ADAMTSL2	ADAMTS like 2		KIAA0605	ENSG00000197859
HGNC:14633	ADAMTSL3	ADAMTS like 3		KIAA1233, punctin-2	ENSG00000156218
HGNC:19706	ADAMTSL4	ADAMTS like 4	TSRC1	DKFZP434K1772	ENSG00000143382
HGNC:27912	ADAMTSL5	ADAMTS like 5	THSD6		ENSG00000185761
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	CENTA1	GCS1L	ENSG00000105963
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	CENTA2		ENSG00000184060
HGNC:225	ADAR	adenosine deaminase, RNA specific	IFI4, G1P1	ADAR1	ENSG00000160710
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	ENSG00000197381
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)		RED2, hRED2, ADAR3	ENSG00000185736
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1			ENSG00000065457
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	DEADC1	dJ20N2.1, TAD2	ENSG00000189007
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3		TAD3	ENSG00000213638
HGNC:19038	ADCK1	aarF domain containing kinase 1		FLJ39600	ENSG00000063761
HGNC:19039	ADCK2	aarF domain containing kinase 2		MGC20727	ENSG00000133597
HGNC:21738	ADCK5	aarF domain containing kinase 5		FLJ35454	ENSG00000173137
HGNC:232	ADCY1	adenylate cyclase 1	DFNB44	AC1	ENSG00000164742
HGNC:233	ADCY2	adenylate cyclase 2		HBAC2, KIAA1060, AC2	ENSG00000078295
HGNC:234	ADCY3	adenylate cyclase 3		AC3	ENSG00000138031
HGNC:235	ADCY4	adenylate cyclase 4		AC4	ENSG00000129467
HGNC:236	ADCY5	adenylate cyclase 5		AC5	ENSG00000173175
HGNC:237	ADCY6	adenylate cyclase 6		AC6	ENSG00000174233
HGNC:238	ADCY7	adenylate cyclase 7		KIAA0037, AC7	ENSG00000121281
HGNC:239	ADCY8	adenylate cyclase 8	ADCY3	HBAC1, AC8	ENSG00000155897
HGNC:240	ADCY9	adenylate cyclase 9		AC9	ENSG00000162104
HGNC:21285	ADCY10	adenylate cyclase 10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	ENSG00000143199
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1		PACAP	ENSG00000141433
HGNC:242	ADCYAP1R1	ADCYAP receptor type I		PAC1, PACAPR, PAC1R	ENSG00000078549
HGNC:243	ADD1	adducin 1			ENSG00000087274
HGNC:244	ADD2	adducin 2		ADDB	ENSG00000075340
HGNC:245	ADD3	adducin 3	ADDL		ENSG00000148700
HGNC:21212	ADGB	androglobin	C6orf103	FLJ23121, dJ408K24.1, CAPN16	ENSG00000118492
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	GPR123	KIAA1828	ENSG00000197177
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	ENSG00000020181
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	GPR125	FLJ38547, PGR21	ENSG00000152990
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	BAI1		ENSG00000181790
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	BAI2		ENSG00000121753
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	BAI3	KIAA0550	ENSG00000135298
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	GPR133	DKFZp434B1272, PGR25	ENSG00000111452
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2	GPR144	PGR24	ENSG00000180264
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3, EMR1		ENSG00000174837
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	EMR2	CD312	ENSG00000127507
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	EMR3		ENSG00000131355
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	CD97	TM7LN1	ENSG00000123146
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	GPR110	hGPCR36, PGR19	ENSG00000153292
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2	GPR111	hGPCR35, PGR20	ENSG00000164393
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3	GPR113	hGPCR37, PGR23	ENSG00000173567
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	GPR115	FLJ38076, PGR18	ENSG00000153294
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5	GPR116	DKFZp564O1923, KIAA0758	ENSG00000069122
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	GPR56	TM7LN4, TM7XN1	ENSG00000205336
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	GPR64	HE6, TM7LN2, EDDM6	ENSG00000173698
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	GPR97	Pb99, PGR26	ENSG00000182885
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	GPR112	RP1-299I16, PGR17	ENSG00000156920
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	GPR114	PGR27	ENSG00000159618
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	GPR126	FLJ14937	ENSG00000112414
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	GPR128	FLJ14454	ENSG00000144820
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	LPHN1	KIAA0821, CIRL1, LEC2	ENSG00000072071
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	LPHH1, LPHN2	KIAA0786, LEC1	ENSG00000117114
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	LPHN3	KIAA0768, LEC3	ENSG00000150471
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	ELTD1	ETL	ENSG00000162618
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	ENSG00000164199
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1		ENSG00000187758
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2		ENSG00000196616
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3		ENSG00000248144
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide		ADH-2	ENSG00000198099
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	FDH	ADH-3, ADHX, GSNOR	ENSG00000197894
HGNC:255	ADH6	alcohol dehydrogenase 6 (class V)		ADH-5	ENSG00000172955
HGNC:256	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		ADH-4	ENSG00000196344
HGNC:16354	ADHFE1	alcohol dehydrogenase, iron containing 1		ADHFe1, FLJ32430	ENSG00000147576
HGNC:30576	ADI1	acireductone dioxygenase 1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	ENSG00000182551
HGNC:28606	ADIG	adipogenin		MGC39724, SMAF1, RP5-1100H13.2	ENSG00000182035
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	ENSG00000181092
HGNC:24040	ADIPOR1	adiponectin receptor 1		PAQR1, ACDCR1	ENSG00000159346
HGNC:24041	ADIPOR2	adiponectin receptor 2		PAQR2, ACDCR2	ENSG00000006831
HGNC:24043	ADIRF	adipogenesis regulatory factor	C10orf116	APM2, AFRO	ENSG00000148671
HGNC:257	ADK	adenosine kinase		AK	ENSG00000156110
HGNC:259	ADM	adrenomedullin		AM	ENSG00000148926
HGNC:28898	ADM2	adrenomedullin 2		AM2, FLJ21135	ENSG00000128165
HGNC:27293	ADM5	adrenomedullin 5 (putative)	C19orf76	AM5	ENSG00000224420
HGNC:15766	ADNP	activity dependent neuroprotector homeobox		KIAA0784, ADNP1	ENSG00000101126
HGNC:23803	ADNP2	ADNP homeobox 2	ZNF508	KIAA0863	ENSG00000101544
HGNC:23506	ADO	2-aminoethanethiol dioxygenase	C10orf22	FLJ14547	ENSG00000181915
HGNC:262	ADORA1	adenosine A1 receptor		RDC7	ENSG00000163485
HGNC:263	ADORA2A	adenosine A2a receptor	ADORA2	RDC8	ENSG00000128271
HGNC:264	ADORA2B	adenosine A2b receptor			ENSG00000170425
HGNC:268	ADORA3	adenosine A3 receptor		AD026	ENSG00000282608
HGNC:25250	ADPGK	ADP dependent glucokinase		DKFZp434B195, ADP-GK	ENSG00000159322
HGNC:269	ADPRH	ADP-ribosylarginine hydrolase		ARH1	ENSG00000144843
HGNC:21303	ADPRHL1	ADP-ribosylhydrolase like 1		ARH2	ENSG00000153531
HGNC:21304	ADPRHL2	ADP-ribosylhydrolase like 2		ARH3, FLJ20446	ENSG00000116863
HGNC:30925	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	C17orf48	MDS006	ENSG00000170222
HGNC:277	ADRA1A	adrenoceptor alpha 1A	ADRA1C	ADRA1L1	ENSG00000120907
HGNC:278	ADRA1B	adrenoceptor alpha 1B			ENSG00000170214
HGNC:280	ADRA1D	adrenoceptor alpha 1D		ADRA1R, ADRA1A, ADRA1	ENSG00000171873
HGNC:281	ADRA2A	adrenoceptor alpha 2A	ADRA2, ADRA2R	ADRAR	ENSG00000150594
HGNC:282	ADRA2B	adrenoceptor alpha 2B	ADRA2L1, ADRA2RL1	ADRARL1	ENSG00000274286
HGNC:283	ADRA2C	adrenoceptor alpha 2C	ADRA2L2, ADRA2RL2	ADRARL2	ENSG00000184160
HGNC:285	ADRB1	adrenoceptor beta 1	ADRB1R		ENSG00000043591
HGNC:286	ADRB2	adrenoceptor beta 2	ADRB2R	ADRBR, BAR, B2AR	ENSG00000169252
HGNC:288	ADRB3	adrenoceptor beta 3			ENSG00000188778
HGNC:15759	ADRM1	adhesion regulating molecule 1		GP110, Rpn13, ARM1	ENSG00000130706
HGNC:291	ADSL	adenylosuccinate lyase			ENSG00000239900
HGNC:292	ADSS	adenylosuccinate synthase			ENSG00000035687
HGNC:20093	ADSSL1	adenylosuccinate synthase like 1		FLJ38602	ENSG00000185100
HGNC:21214	ADTRP	androgen dependent TFPI regulating protein	C6orf105	dJ413H6.1, AIG1L	ENSG00000111863
HGNC:303	AEBP1	AE binding protein 1		ACLP	ENSG00000106624
HGNC:24051	AEBP2	AE binding protein 2		MGC17922	ENSG00000139154
HGNC:25722	AEN	apoptosis enhancing nuclease	ISG20L1	FLJ12484, FLJ12562	ENSG00000181026
HGNC:307	AES	amino-terminal enhancer of split		GRG5, TLE5	ENSG00000104964
HGNC:24017	AFAP1	actin filament associated protein 1		AFAP-110, AFAP	ENSG00000196526
HGNC:26714	AFAP1L1	actin filament associated protein 1 like 1		FLJ36748	ENSG00000157510
HGNC:25901	AFAP1L2	actin filament associated protein 1 like 2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	ENSG00000169129
HGNC:7137	AFDN	afadin, adherens junction formation factor	MLLT4	AF-6, AF6	ENSG00000130396
HGNC:7135	AFF1	AF4/FMR2 family member 1	PBM1, MLLT2	AF-4, AF4	ENSG00000172493
HGNC:3776	AFF2	AF4/FMR2 family member 2	FMR2	FRAXE	ENSG00000155966
HGNC:6473	AFF3	AF4/FMR2 family member 3	LAF4	MLLT2-like	ENSG00000144218
HGNC:17869	AFF4	AF4/FMR2 family member 4		AF5Q31, MCEF	ENSG00000072364
HGNC:16411	AFG1L	AFG1 like ATPase	LACE1	AFG1	ENSG00000135537
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	SCA28	SPAX5	ENSG00000141385
HGNC:316	AFM	afamin		ALB2, ALBA	ENSG00000079557
HGNC:20910	AFMID	arylformamidase		DKFZp686F03259, KF	ENSG00000183077
HGNC:317	AFP	alpha fetoprotein	HPAFP	FETA	ENSG00000081051
HGNC:25951	AFTPH	aftiphilin		MGC33965, FLJ20080, FLJ23793, Nbla10388	ENSG00000119844
HGNC:318	AGA	aspartylglucosaminidase		ASRG	ENSG00000038002
HGNC:16922	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	CENTG2	KIAA1099, GGAP1	ENSG00000157985
HGNC:16921	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1		ENSG00000135439
HGNC:16923	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	CENTG3		ENSG00000133612
HGNC:23459	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	ENSG00000188234
HGNC:23467	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	CTGLF2	Em:AC073389.1	ENSG00000172650
HGNC:23466	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	CTGLF3	bA324H6.1	ENSG00000204149
HGNC:23463	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	CTGLF6	bA301J7.2, FLJ00312	ENSG00000204172
HGNC:26504	AGBL1	ATP/GTP binding protein like 1		FLJ32310, CCP4	ENSG00000273540
HGNC:26296	AGBL2	ATP/GTP binding protein like 2		FLJ23598, CCP2	ENSG00000165923
HGNC:27981	AGBL3	ATP/GTP binding protein like 3		MGC32955, CCP3	ENSG00000146856
HGNC:25892	AGBL4	ATP/GTP binding protein like 4		FLJ14442, CCP6	ENSG00000186094
HGNC:26147	AGBL5	ATP/GTP binding protein like 5		FLJ21839, CCP5	ENSG00000084693
HGNC:320	AGER	advanced glycosylation end-product specific receptor		RAGE, SCARJ1	ENSG00000204305
HGNC:5175	AGFG1	ArfGAP with FG repeats 1	HRB	RIP, RAB	ENSG00000173744
HGNC:5177	AGFG2	ArfGAP with FG repeats 2	HRBL	RABR	ENSG00000106351
HGNC:24684	AGGF1	angiogenic factor with G-patch and FHA domains 1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	ENSG00000164252
HGNC:21869	AGK	acylglycerol kinase	MULK	FLJ10842	ENSG00000006530
HGNC:321	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase			ENSG00000162688
HGNC:18407	AGMAT	agmatinase		FLJ23384	ENSG00000116771
HGNC:33784	AGMO	alkylglycerol monooxygenase	TMEM195	FLJ16237	ENSG00000187546
HGNC:3262	AGO1	argonaute 1, RISC catalytic component	EIF2C1	hAGO1	ENSG00000092847
HGNC:3263	AGO2	argonaute 2, RISC catalytic component	EIF2C2, CASC7	hAGO2, Q10, LINC00980	ENSG00000123908
HGNC:18421	AGO3	argonaute 3, RISC catalytic component	EIF2C3	hAGO3, FLJ12765	ENSG00000126070
HGNC:18424	AGO4	argonaute 4, RISC catalytic component	EIF2C4	hAGO4, KIAA1567, FLJ20033	ENSG00000134698
HGNC:324	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1		LPAAT-alpha	ENSG00000204310
HGNC:325	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	BSCL	LPAAT-beta	ENSG00000169692
HGNC:326	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3		LPAAT-gamma	ENSG00000160216
HGNC:20885	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4		LPAAT-delta, dJ473J16.2	ENSG00000026652
HGNC:20886	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5		FLJ11210, LPAAT-e, LPAAT-epsilon	ENSG00000155189
HGNC:327	AGPS	alkylglycerone phosphate synthase		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S	ENSG00000018510
HGNC:328	AGR2	anterior gradient 2, protein disulphide isomerase family member		XAG-2, HAG-2, AG2, PDIA17	ENSG00000106541
HGNC:24167	AGR3	anterior gradient 3, protein disulphide isomerase family member		HAG3, hAG-3, BCMP11, PDIA18	ENSG00000173467
HGNC:329	AGRN	agrin	AGRIN		ENSG00000188157
HGNC:330	AGRP	agouti related neuropeptide		Agrt, ART, ASIP2	ENSG00000159723
HGNC:333	AGT	angiotensinogen	SERPINA8		ENSG00000135744
HGNC:17258	AGTPBP1	ATP/GTP binding protein 1		KIAA1035, Nna1, CCP1	ENSG00000135049
HGNC:336	AGTR1	angiotensin II receptor type 1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B	ENSG00000144891
HGNC:338	AGTR2	angiotensin II receptor type 2		AT2, MRX88	ENSG00000180772
HGNC:13539	AGTRAP	angiotensin II receptor associated protein		ATRAP	ENSG00000177674
HGNC:341	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	SPAT	AGXT1, PH1, AGT, SPT, AGT1	ENSG00000172482
HGNC:14412	AGXT2	alanine--glyoxylate aminotransferase 2		AGT2	ENSG00000113492
HGNC:24618	AHCTF1	AT-hook containing transcription factor 1		ELYS	ENSG00000153207
HGNC:343	AHCY	adenosylhomocysteinase		SAHH	ENSG00000101444
HGNC:344	AHCYL1	adenosylhomocysteinase like 1		XPVKONA, IRBIT, PPP1R78	ENSG00000168710
HGNC:22204	AHCYL2	adenosylhomocysteinase like 2		KIAA0828	ENSG00000158467
HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1		DJ159A19.3, RP1-159A19.1	ENSG00000126705
HGNC:21575	AHI1	Abelson helper integration site 1		FLJ20069, ORF1, JBTS3	ENSG00000135541
HGNC:347	AHNAK	AHNAK nucleoprotein		MGC5395	ENSG00000124942
HGNC:20125	AHNAK2	AHNAK nucleoprotein 2	C14orf78		ENSG00000185567
HGNC:348	AHR	aryl hydrocarbon receptor		bHLHe76	ENSG00000106546
HGNC:346	AHRR	aryl-hydrocarbon receptor repressor	AHH, AHHR	KIAA1234, bHLHe77	ENSG00000063438
HGNC:1189	AHSA1	activator of HSP90 ATPase activity 1	C14orf3	p38, Aha1, hAha1	ENSG00000100591
HGNC:349	AHSG	alpha 2-HS glycoprotein		FETUA, A2HS, HSGA	ENSG00000145192
HGNC:18075	AHSP	alpha hemoglobin stabilizing protein	ERAF	EDRF	ENSG00000169877
HGNC:13203	AICDA	activation induced cytidine deaminase		HIGM2, CDA2, ARP2, AID	ENSG00000111732
HGNC:25761	AIDA	axin interactor, dorsalization associated	C1orf80	FLJ12806	ENSG00000186063
HGNC:352	AIF1	allograft inflammatory factor 1		IRT-1, AIF-1, Em:AF129756.17, IBA1	ENSG00000204472
HGNC:28904	AIF1L	allograft inflammatory factor 1 like	C9orf58	IBA2, FLJ12783	ENSG00000126878
HGNC:8768	AIFM1	apoptosis inducing factor mitochondria associated 1	PDCD8, NAMSD	AIF, CMTX4	ENSG00000156709
HGNC:21411	AIFM2	apoptosis inducing factor, mitochondria associated 2	AMID	FLJ14497, PRG3	ENSG00000042286
HGNC:26398	AIFM3	apoptosis inducing factor, mitochondria associated 3		AIFL, FLJ30473	ENSG00000183773
HGNC:21607	AIG1	androgen induced 1		dJ95L4.1, AIG-1, FLJ10485	ENSG00000146416
HGNC:357	AIM2	absent in melanoma 2		PYHIN4	ENSG00000163568
HGNC:10648	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	SCYE1	EMAPII, EMAP-2, p43	ENSG00000164022
HGNC:20609	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2		p38, PRO0992, JTV-1, JTV1	ENSG00000106305
HGNC:358	AIP	aryl hydrocarbon receptor interacting protein		XAP2, ARA9, FKBP16	ENSG00000110711
HGNC:359	AIPL1	aryl hydrocarbon receptor interacting protein like 1	LCA4		ENSG00000129221
HGNC:360	AIRE	autoimmune regulator	APECED	PGA1, APS1	ENSG00000160224
HGNC:30801	AJAP1	adherens junctions associated protein 1		SHREW1, SHREW-1, MOT8	ENSG00000196581
HGNC:37284	AJM1	apical junction component 1 homolog	C9orf172	ajm-1	ENSG00000232434
HGNC:20250	AJUBA	ajuba LIM protein	JUB	MGC15563	ENSG00000129474
HGNC:361	AK1	adenylate kinase 1			ENSG00000106992
HGNC:362	AK2	adenylate kinase 2			ENSG00000004455
HGNC:17376	AK3	adenylate kinase 3	AK6, AK3L1	AKL3L1	ENSG00000147853
HGNC:363	AK4	adenylate kinase 4	AK3, AK3L1		ENSG00000162433
HGNC:365	AK5	adenylate kinase 5			ENSG00000154027
HGNC:49151	AK6	adenylate kinase 6		CINAP	ENSG00000085231
HGNC:20091	AK7	adenylate kinase 7		FLJ32864	ENSG00000140057
HGNC:26526	AK8	adenylate kinase 8	C9orf98	FLJ32704	ENSG00000165695
HGNC:33814	AK9	adenylate kinase 9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	ENSG00000155085
HGNC:28285	AKAIN1	A-kinase anchor inhibitor 1	C18orf42		ENSG00000231824
HGNC:367	AKAP1	A-kinase anchoring protein 1	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17	ENSG00000121057
HGNC:372	AKAP2	A-kinase anchoring protein 2	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2	ENSG00000241978
HGNC:373	AKAP3	A-kinase anchoring protein 3		FSP95, SOB1, AKAP110, CT82	ENSG00000111254
HGNC:374	AKAP4	A-kinase anchoring protein 4		p82, hAKAP82, AKAP82, Fsc1, HI, CT99	ENSG00000147081
HGNC:375	AKAP5	A-kinase anchoring protein 5		AKAP75, AKAP79	ENSG00000179841
HGNC:376	AKAP6	A-kinase anchoring protein 6		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6	ENSG00000151320
HGNC:377	AKAP7	A-kinase anchoring protein 7		AKAP18, AKAP15	ENSG00000118507
HGNC:378	AKAP8	A-kinase anchoring protein 8		AKAP95, DKFZp586B1222	ENSG00000105127
HGNC:29857	AKAP8L	A-kinase anchoring protein 8 like		NAKAP95, HAP95	ENSG00000011243
HGNC:379	AKAP9	A-kinase anchoring protein 9		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11	ENSG00000127914
HGNC:368	AKAP10	A-kinase anchoring protein 10		D-AKAP2, PRKA10, MGC9414	ENSG00000108599
HGNC:369	AKAP11	A-kinase anchoring protein 11		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44	ENSG00000023516
HGNC:370	AKAP12	A-kinase anchoring protein 12		AKAP250, SSeCKS	ENSG00000131016
HGNC:371	AKAP13	A-kinase anchoring protein 13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13	ENSG00000170776
HGNC:24061	AKAP14	A-kinase anchoring protein 14		AKAP28	ENSG00000186471
HGNC:18783	AKAP17A	A-kinase anchoring protein 17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133	ENSG00000197976
HGNC:1170	AKIP1	A-kinase interacting protein 1	C11orf17	BCA3	ENSG00000166452
HGNC:25744	AKIRIN1	akirin 1	C1orf108	FLJ12666	ENSG00000174574
HGNC:21407	AKIRIN2	akirin 2	C6orf166	FLJ10342, dJ486L4.2	ENSG00000135334
HGNC:24108	AKNA	AT-hook transcription factor		KIAA1968	ENSG00000106948
HGNC:28398	AKNAD1	AKNA domain containing 1	C1orf62	MGC26989	ENSG00000162641
HGNC:380	AKR1A1	aldo-keto reductase family 1 member A1		ALR, DD3	ENSG00000117448
HGNC:381	AKR1B1	aldo-keto reductase family 1 member B	ALDR1	AR	ENSG00000085662
HGNC:382	AKR1B10	aldo-keto reductase family 1 member B10	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn	ENSG00000198074
HGNC:37281	AKR1B15	aldo-keto reductase family 1 member B15			ENSG00000227471
HGNC:384	AKR1C1	aldo-keto reductase family 1 member C1	DDH1	DDH, MBAB, DD1, HAKRC	ENSG00000187134
HGNC:385	AKR1C2	aldo-keto reductase family 1 member C2	DDH2, TDD	DD, BABP, DD2, HAKRD, MCDR2	ENSG00000151632
HGNC:386	AKR1C3	aldo-keto reductase family 1 member C3	HSD17B5	KIAA0119, DDX, HAKRB, PGFS	ENSG00000196139
HGNC:387	AKR1C4	aldo-keto reductase family 1 member C4	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581	ENSG00000198610
HGNC:388	AKR1D1	aldo-keto reductase family 1 member D1	SRD5B1		ENSG00000122787
HGNC:23437	AKR1E2	aldo-keto reductase family 1 member E2	AKRDC1, AKR1CL2	MGC10612	ENSG00000165568
HGNC:389	AKR7A2	aldo-keto reductase family 7 member A2		AFAR	ENSG00000053371
HGNC:390	AKR7A3	aldo-keto reductase family 7 member A3			ENSG00000162482
HGNC:24056	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)		AFAR3	ENSG00000211454
